block_lot,norm_address...2,norm_city,norm_state,lat,long,norm_address...7,place_id,licence,osm_type,osm_id,osm_lat,osm_lon,house_number,road,hamlet,city,county,state,ISO3166-2-lvl4,postcode,country,country_code,boundingbox,residential,neighbourhood,highway,man_made,building,shop,amenity,office,craft,leisure,town,railway
3404_36,116 ZABRISKIE ST,JERSEY CITY,NJ,40.74734528571428,-74.05471514285715,"116, Zabriskie Street, Jersey City, Hudson County, New Jersey, 07307, United States",314251285,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,582438587,40.74734528571428,-74.05471514285715,116,Zabriskie Street,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2101_45,114 BLEECKER ST,JERSEY CITY,NJ,40.751907071428576,-74.05206171428571,"114, Bleecker Street, Jersey City, Hudson County, New Jersey, 07307, United States",314253213,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11630826,40.751907071428576,-74.05206171428571,114,Bleecker Street,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5602_7,165 LAIDLAW AVE,JERSEY CITY,NJ,40.73943630229788,-74.05794202270431,"Bergen Tunnels, Elm Street, Tonnelle Circle, Croxton, Jersey City, Hudson County, New Jersey, 07306, United States",267426859,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,837894297,40.7386207,-74.0549300223278,NA,Elm Street,Croxton,Jersey City,Hudson County,New Jersey,US-NJ,07306,United States,us,,NA,Tonnelle Circle,NA,Bergen Tunnels,NA,NA,NA,NA,NA,NA,NA,NA
5602_5,169 LAIDLAW AVE,JERSEY CITY,NJ,40.73946848818812,-74.05803426002248,"Bergen Tunnels, Elm Street, Tonnelle Circle, Croxton, Jersey City, Hudson County, New Jersey, 07306, United States",267426859,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,837894297,40.7386207,-74.0549300223278,NA,Elm Street,Croxton,Jersey City,Hudson County,New Jersey,US-NJ,07306,United States,us,,NA,Tonnelle Circle,NA,Bergen Tunnels,NA,NA,NA,NA,NA,NA,NA,NA
2701_38,78 ZABRISKIE ST,JERSEY CITY,NJ,40.74675357142857,-74.05318111904762,"78, Zabriskie Street, Jersey City, Hudson County, New Jersey, 07307, United States",314251285,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,582438587,40.74675357142857,-74.05318111904762,78,Zabriskie Street,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12005_9,2765 KENNEDY BLVD,JERSEY CITY,NJ,40.73055715,-74.06871164701178,"2765, John F. Kennedy Boulevard, Indian Square, Bergen, Jersey City, Hudson County, New Jersey, 07306, United States",200912002,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,412566880,40.730557149999996,-74.06871164701178,2765,John F. Kennedy Boulevard,Bergen,Jersey City,Hudson County,New Jersey,US-NJ,07306,United States,us,,NA,Indian Square,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1203_49,189 COLUMBIA AVE,JERSEY CITY,NJ,40.75443013513514,-74.05288545945946,"189, Columbia Avenue, Jersey City, Hudson County, New Jersey, 07307, United States",314253707,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11633270,40.75443013513514,-74.05288545945946,189,Columbia Avenue,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5101_36,360 PALISADE AVE,JERSEY CITY,NJ,40.74095609090909,-74.04613472727272,"Palisade Avenue at Franklin Street, Palisade Avenue, Jersey City, Hudson County, New Jersey, 07087, United States",66407765,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,6175672157,40.7411276,-74.0460442,NA,Palisade Avenue,NA,Jersey City,Hudson County,New Jersey,US-NJ,07087,United States,us,,Jersey City,NA,Palisade Avenue at Franklin Street,NA,NA,NA,NA,NA,NA,NA,NA,NA
602_16,320 TERRACE AVE,JERSEY CITY,NJ,40.757119067481135,-74.05302660702846,"320, Terrace Avenue, Jersey City, Hudson County, New Jersey, 07307, United States",314251876,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11631946,40.757119067481135,-74.05302660702846,320,Terrace Avenue,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4201_17,251 MANHATTAN AVE,JERSEY CITY,NJ,40.74614428571428,-74.06007785714286,"251, Manhattan Avenue, Jersey City, Croxton, Jersey City, Hudson County, New Jersey, 07307, United States",314254556,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,723482749,40.74614428571428,-74.06007785714286,251,Manhattan Avenue,Croxton,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2603_27,95 THORNE ST,JERSEY CITY,NJ,40.750113391304346,-74.05182195652174,"95, Thorne Street, Jersey City, Hudson County, New Jersey, 07307, United States",314246196,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,582438585,40.750113391304346,-74.05182195652174,95,Thorne Street,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16803_76,1705 MONTICELLO AVENUE,JERSEY CITY,NJ,40.7236813,-74.0680928,"267, Monticello Avenue, Bergen, Jersey City, Hudson County, New Jersey, 07306, United States",314252987,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,27522631,40.723738,-74.06805,267,Monticello Avenue,Bergen,Jersey City,Hudson County,New Jersey,US-NJ,07306,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11010_4,2702 NEWARK AVE,JERSEY CITY,NJ,40.7349128,-74.059413,"Jersey City Public Library, Five Corners Branch, 678, Newark Avenue, Indian Square, Croxton, Jersey City, Hudson County, New Jersey, 07306, United States",200066725,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,409876647,40.7352506,-74.05954532055131,678,Newark Avenue,Croxton,Jersey City,Hudson County,New Jersey,US-NJ,07306,United States,us,,NA,Indian Square,NA,NA,NA,NA,"Jersey City Public Library, Five Corners Branch",NA,NA,NA,NA,NA
2101_38,100 BLEECKER ST,JERSEY CITY,NJ,40.75166632142857,-74.05146721428571,"100, Bleecker Street, Jersey City, Hudson County, New Jersey, 07307, United States",314253213,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11630826,40.75166632142857,-74.05146721428571,100,Bleecker Street,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20401_61,388 VIRGINIA AVE,JERSEY CITY,NJ,40.71916530223941,-74.08976693984225,"388, Virginia Avenue, West Bergen, Jersey City, Hudson County, New Jersey, 07304, United States",314248401,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11630568,40.71916530223941,-74.08976693984225,388,Virginia Avenue,West Bergen,Jersey City,Hudson County,New Jersey,US-NJ,07304,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9901_1,336 NEWARK AVE,JERSEY CITY,NJ,40.72506073684211,-74.0513185263158,"335-337, Newark Avenue, Jersey City, Hudson County, New Jersey, 07302, United States",200441084,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,408802590,40.7249081,-74.05162381015398,335-337,Newark Avenue,NA,Jersey City,Hudson County,New Jersey,US-NJ,07302,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2501_17,197 LINCOLN ST,JERSEY CITY,NJ,40.750080857142855,-74.05831214285715,"197, Lincoln Street, Jersey City, Hudson County, New Jersey, 07307, United States",314250069,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,27105893,40.750080857142855,-74.05831214285715,197,Lincoln Street,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23703_21,721 GARFIELD AVE,JERSEY CITY,NJ,40.704418,-74.07524405263158,"721, Garfield Avenue, Jersey City, Hudson County, New Jersey, 07305, United States",314252889,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,420334383,40.704418,-74.07524405263158,721,Garfield Avenue,NA,Jersey City,Hudson County,New Jersey,US-NJ,07305,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11009_27,98 COLGATE ST,JERSEY CITY,NJ,40.723533,-74.05217,"Jersey City Air Conditioning, 428, 2nd Street, Jersey City, Hudson County, New Jersey, 07302, United States",47579377,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4096752126,40.7236171,-74.0523999,428,2nd Street,NA,Jersey City,Hudson County,New Jersey,US-NJ,07302,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,Jersey City Air Conditioning,NA,NA,NA
7902_69,78 COTTAGE ST,JERSEY CITY,NJ,40.734563625,-74.06223066666666,"78, Cottage Street, Indian Square, Croxton, Jersey City, Hudson County, New Jersey, 07306, United States",314256409,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11633514,40.734563625,-74.06223066666666,78,Cottage Street,Croxton,Jersey City,Hudson County,New Jersey,US-NJ,07306,United States,us,,NA,Indian Square,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26201_61,104 TERHUNE AVE,JERSEY CITY,NJ,40.70396846835443,-74.09524826582279,"104, Terhune Avenue, Greenville, Jersey City, Hudson County, New Jersey, 07305, United States",314246760,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11631426,40.70396846835443,-74.09524826582279,104,Terhune Avenue,Greenville,Jersey City,Hudson County,New Jersey,US-NJ,07305,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7902_61,60 COTTAGE ST,JERSEY CITY,NJ,40.7344876875,-74.06159316666667,"60, Cottage Street, Indian Square, Croxton, Jersey City, Hudson County, New Jersey, 07306, United States",314256409,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11633514,40.7344876875,-74.06159316666667,60,Cottage Street,Croxton,Jersey City,Hudson County,New Jersey,US-NJ,07306,United States,us,,NA,Indian Square,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11507_16,341 MARIN BLVD,JERSEY CITY,NJ,40.7233492,-74.0407021,"ShopRite, 400, Marin Boulevard, Newport, Jersey City, Hudson County, New Jersey, 07302, United States",112233368,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,27111280,40.72278675,-74.04005750137392,400,Marin Boulevard,NA,Jersey City,Hudson County,New Jersey,US-NJ,07302,United States,us,,NA,Newport,NA,NA,NA,ShopRite,NA,NA,NA,NA,NA,NA
11507_6,191 BAY ST,JERSEY CITY,NJ,40.72075649999999,-74.04162125,"The Hendrix, 180, Morgan Street, Downtown Jersey City, Jersey City, Hudson County, New Jersey, 07302, United States",295338043,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1053476446,40.72050415,-74.04152164318961,180,Morgan Street,NA,Jersey City,Hudson County,New Jersey,US-NJ,07302,United States,us,,NA,Downtown Jersey City,NA,NA,The Hendrix,NA,NA,NA,NA,NA,NA,NA
11507_21,182 MORGAN ST,JERSEY CITY,NJ,40.720185066666666,-74.0414098,"The Hendrix, 180, Morgan Street, Downtown Jersey City, Jersey City, Hudson County, New Jersey, 07302, United States",295338043,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,1053476446,40.72050415,-74.04152164318961,180,Morgan Street,NA,Jersey City,Hudson County,New Jersey,US-NJ,07302,United States,us,,NA,Downtown Jersey City,NA,NA,The Hendrix,NA,NA,NA,NA,NA,NA,NA
7902_68,76 COTTAGE ST,JERSEY CITY,NJ,40.7345551875,-74.06215983333334,"76, Cottage Street, Indian Square, Croxton, Jersey City, Hudson County, New Jersey, 07306, United States",314256409,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11633514,40.7345551875,-74.06215983333334,76,Cottage Street,Croxton,Jersey City,Hudson County,New Jersey,US-NJ,07306,United States,us,,NA,Indian Square,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7902_67,74 COTTAGE ST,JERSEY CITY,NJ,40.73454675,-74.062089,"74, Cottage Street, Indian Square, Croxton, Jersey City, Hudson County, New Jersey, 07306, United States",314256409,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11633514,40.73454675,-74.062089,74,Cottage Street,Croxton,Jersey City,Hudson County,New Jersey,US-NJ,07306,United States,us,,NA,Indian Square,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4306_27,60 LAKE ST,JERSEY CITY,NJ,40.7426757,-74.05726725000001,"60, Lake Street, Jersey City, Croxton, Jersey City, Hudson County, New Jersey, 07306, United States",314247402,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11630883,40.7426757,-74.05726725000001,60,Lake Street,Croxton,Jersey City,Hudson County,New Jersey,US-NJ,07306,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20503_5,203 BOYD AVE,JERSEY CITY,NJ,40.718845,-74.08785014285715,"203, Boyd Avenue, West Bergen, Jersey City, Hudson County, New Jersey, 07304, United States",314255407,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11633345,40.718845,-74.08785014285715,203,Boyd Avenue,West Bergen,Jersey City,Hudson County,New Jersey,US-NJ,07304,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_26,101 SOUTH ST,JERSEY CITY,NJ,40.749135,-74.047383,"101, South Street, Jersey City, Hudson County, New Jersey, 07307, United States",314253046,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11632085,40.749135,-74.047383,101,South Street,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5101_21,155 OGDEN AVE,JERSEY CITY,NJ,40.739335125,-74.046139,"Pohlmann's Hall, 154, Ogden Avenue, Jersey City, Hudson County, New Jersey, 07307, United States",197247386,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,396099398,40.739622,-74.04574395055906,154,Ogden Avenue,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,Pohlmann's Hall,NA,NA,NA,NA,NA,NA,NA
2402_11,580 PALISADE AVE,JERSEY CITY,NJ,40.74821416666667,-74.04147966666667,"Palisade Avenue at Congress Street, Palisade Avenue, Jersey City, Hudson County, New Jersey, 07087, United States",66181237,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,6175672145,40.7488805,-74.0410832,NA,Palisade Avenue,NA,Jersey City,Hudson County,New Jersey,US-NJ,07087,United States,us,,Jersey City,NA,Palisade Avenue at Congress Street,NA,NA,NA,NA,NA,NA,NA,NA,NA
5705_12,101 LAIDLAW AVE,JERSEY CITY,NJ,40.73751572222223,-74.05426533333333,"101, Laidlaw Avenue, Croxton, Jersey City, Hudson County, New Jersey, 07306, United States",314247898,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,60356151,40.73751572222223,-74.05426533333333,101,Laidlaw Avenue,Croxton,Jersey City,Hudson County,New Jersey,US-NJ,07306,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2103_3,71 BLEECKER ST,JERSEY CITY,NJ,40.750972,-74.05018133333334,"71, Bleecker Street, Jersey City, Hudson County, New Jersey, 07307, United States",314258842,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11630826,40.750972,-74.05018133333334,71,Bleecker Street,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3803_32,64 HANCOCK AV,JERSEY CITY,NJ,40.74469114285714,-74.04780928571428,"64, Hancock Avenue, Jersey City, Hudson County, New Jersey, 07307, United States",314251306,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,60356167,40.74469114285714,-74.04780928571428,64,Hancock Avenue,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4901_12,109 WAVERLY ST,JERSEY CITY,NJ,40.73865573584906,-74.05319060377359,"Central Avenue at Waverly Street, Waverly Street, Jersey City, Hudson County, New Jersey, 07306, United States",65729990,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,5955884686,40.7391253,-74.0540067,NA,Waverly Street,NA,Jersey City,Hudson County,New Jersey,US-NJ,07306,United States,us,,Jersey City,NA,Central Avenue at Waverly Street,NA,NA,NA,NA,NA,NA,NA,NA,NA
2705_30,72 CHARLES ST,JERSEY CITY,NJ,40.74922488888889,-74.05113944444444,"72, Charles Street, Jersey City, Hudson County, New Jersey, 07307, United States",314253037,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11633229,40.74922488888889,-74.05113944444444,72,Charles Street,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22103_10,35 FISK STREET,JERSEY CITY,NJ,40.71361407407407,-74.09260014814815,"35, Fisk Street, West Bergen, Jersey City, Hudson County, New Jersey, 07305, United States",314253647,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11631002,40.71361407407407,-74.09260014814815,35,Fisk Street,West Bergen,Jersey City,Hudson County,New Jersey,US-NJ,07305,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301_9,154 COLUMBIA AVE,JERSEY CITY,NJ,40.753339,-74.05336802564102,"154, Columbia Avenue, Jersey City, Hudson County, New Jersey, 07307, United States",314253704,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11633270,40.753339,-74.05336802564102,154,Columbia Avenue,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2302_6,240 SHERMAN AVE,JERSEY CITY,NJ,40.748900142857146,-74.04426971428572,"240, Sherman Avenue, Jersey City, Hudson County, New Jersey, 07307, United States",314248026,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11630565,40.748900142857146,-74.04426971428572,240,Sherman Avenue,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1703_50,620 PALISADE AVE,JERSEY CITY,NJ,40.74969418181818,-74.04052,"Palisade Avenue at Congress Street, Palisade Avenue, Jersey City, Hudson County, New Jersey, 07087, United States",66298359,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,6175672144,40.7491323,-74.041101,NA,Palisade Avenue,NA,Jersey City,Hudson County,New Jersey,US-NJ,07087,United States,us,,Jersey City,NA,Palisade Avenue at Congress Street,NA,NA,NA,NA,NA,NA,NA,NA,NA
19801_1,312 ARLINGTON AVE,JERSEY CITY,NJ,40.711731,-74.071779,"304, Arlington Avenue, Jersey City, Hudson County, New Jersey, 07304, United States",201719956,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,422475199,40.71139515,-74.07197049866662,304,Arlington Avenue,NA,Jersey City,Hudson County,New Jersey,US-NJ,07304,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21301_2,375 OAK STREET,JERSEY CITY,NJ,40.7135444,-74.0764945,"Martin Luther King Junior Drive at Forest Street, Martin Luther King Drive, West Bergen, Jersey City, Hudson County, New Jersey, 07304, United States",66870456,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,6173156771,40.7130348,-74.0768672,NA,Martin Luther King Drive,West Bergen,Jersey City,Hudson County,New Jersey,US-NJ,07304,United States,us,,NA,NA,Martin Luther King Junior Drive at Forest Street,NA,NA,NA,NA,NA,NA,NA,NA,NA
4503_5,106 WEBSTER AVE,JERSEY CITY,NJ,40.74215555555556,-74.04735133333334,"Vidalia y Quisqueya Deli & Grocery, 98, Webster Avenue, Jersey City, Hudson County, New Jersey, 07307, United States",51870665,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,4561160263,40.7418967,-74.0474859,98,Webster Avenue,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,Vidalia y Quisqueya Deli & Grocery,NA,NA,NA,NA,NA,NA
801_12,66 POPLAR ST,JERSEY CITY,NJ,40.7546526,-74.0470128,"66, Poplar Street, Jersey City, Hudson County, New Jersey, 07307, United States",314248476,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11632016,40.7546526,-74.0470128,66,Poplar Street,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12004_47,24 ROMAINE AVE,JERSEY CITY,NJ,40.73061385185185,-74.07035096296296,"30, Romaine Avenue, Indian Square, Bergen, Jersey City, Hudson County, New Jersey, 07306, United States",200532813,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,412514930,40.730657550000004,-74.07016770708267,30,Romaine Avenue,Bergen,Jersey City,Hudson County,New Jersey,US-NJ,07306,United States,us,,NA,Indian Square,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12004_48,26 ROMAINE AVE,JERSEY CITY,NJ,40.73067711111111,-74.07031177777777,"30, Romaine Avenue, Indian Square, Bergen, Jersey City, Hudson County, New Jersey, 07306, United States",200532813,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,412514930,40.730657550000004,-74.07016770708267,30,Romaine Avenue,Bergen,Jersey City,Hudson County,New Jersey,US-NJ,07306,United States,us,,NA,Indian Square,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8102_18,606 NEWARK AVE,JERSEY CITY,NJ,40.7327995,-74.05752,"Hudson Vicinage Administrative Building, 595, Newark Avenue, Indian Square, Bergen, Jersey City, Hudson County, New Jersey, 07302, United States",22744014,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,2525728418,40.7325654,-74.0578759,595,Newark Avenue,Bergen,Jersey City,Hudson County,New Jersey,US-NJ,07302,United States,us,,NA,Indian Square,NA,NA,NA,NA,Hudson Vicinage Administrative Building,NA,NA,NA,NA,NA
14101_27,238 YORK ST,JERSEY CITY,NJ,40.71701194117647,-74.04480182352941,"Iglesia Del Nazareno, York Street, Downtown Jersey City, Jersey City, Hudson County, New Jersey, 07302, United States",199171670,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,405628349,40.7167755,-74.04478283055556,NA,York Street,NA,Jersey City,Hudson County,New Jersey,US-NJ,07302,United States,us,,NA,Downtown Jersey City,NA,NA,NA,NA,Iglesia Del Nazareno,NA,NA,NA,NA,NA
701_22,123 NELSON AVE,JERSEY CITY,NJ,40.7562248,-74.0505676,"123, Nelson Avenue, Jersey City, Hudson County, New Jersey, 07307, United States",314251883,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11631855,40.7562248,-74.0505676,123,Nelson Avenue,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2204_31,247 SHERMAN AVE,JERSEY CITY,NJ,40.74921623809524,-74.04431585714286,"247, Sherman Avenue, Jersey City, Hudson County, New Jersey, 07307, United States",314248032,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11630565,40.74921623809524,-74.04431585714286,247,Sherman Avenue,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12308_12,173 ACADEMY ST,JERSEY CITY,NJ,40.72689854166667,-74.06260820833333,"187, Academy Street, Bergen, Jersey City, Hudson County, New Jersey, 07306, United States",200412092,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,411531665,40.726990400000005,-74.06285593461027,187,Academy Street,Bergen,Jersey City,Hudson County,New Jersey,US-NJ,07306,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28702_1,218 OLD BERGEN ROAD,JERSEY CITY,NJ,40.696834,-74.09298,"Old Bergen Road at Linden Avenue, Old Bergen Road, Greenville, Jersey City, Hudson County, New Jersey, 07305, United States",66247197,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,6171423394,40.6968061,-74.0930458,NA,Old Bergen Road,Greenville,Jersey City,Hudson County,New Jersey,US-NJ,07305,United States,us,,NA,NA,Old Bergen Road at Linden Avenue,NA,NA,NA,NA,NA,NA,NA,NA,NA
5802_9,53 PROSPECT ST,JERSEY CITY,NJ,40.73809057142857,-74.05000032142857,"53, Prospect Street, Jersey City, Hudson County, New Jersey, 07307, United States",314246860,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,27523206,40.73809057142857,-74.05000032142857,53,Prospect Street,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11006_21,105 BRUNSWICK ST,JERSEY CITY,NJ,40.72280266666667,-74.05105300000001,"117, Brunswick Street, Jersey City, Hudson County, New Jersey, 07302, United States",199518323,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,407603664,40.72298,-74.05108457704009,117,Brunswick Street,NA,Jersey City,Hudson County,New Jersey,US-NJ,07302,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202_64,485 LIBERTY AVE,JERSEY CITY,NJ,40.75335677777778,-74.05466655555556,"485, Liberty Avenue, Jersey City, Hudson County, New Jersey, 07307, United States",314248470,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,11631236,40.75335677777778,-74.05466655555556,485,Liberty Avenue,NA,Jersey City,Hudson County,New Jersey,US-NJ,07307,United States,us,,Jersey City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7402_21,135 DUFFIELD AVE,JERSEY CITY,NJ,40.74056780336529,-74.07614120896352,"135, Duffield Avenue, Marion, Jersey City, Hudson County, New Jersey, 07306, United States",314254523,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,418194757,40.74056780336529,-74.07614120896352,135,Duffield Avenue,Marion,Jersey City,Hudson County,New Jersey,US-NJ,07306,United States,us,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9801_14,400 SEVENTH ST,JERSEY CITY,NJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
