block_lot,postcode,lat,long
1505_10,07307,40.752811,-74.0469042
3304_45,07307,40.747076,-74.058998
17003_36,07304,40.715650705882354,-74.068332
1202_62,07307,40.75349166666667,-74.05457733333333
10203_77,07306,40.734191860061806,-74.07636354306847
2704_34,07307,40.74868394117647,-74.05185794117648
15201_54,07306,40.72261132291666,-74.06647640625
601_14,07307,40.75642674669278,-74.05370765655915
803_30,07307,40.75311126923077,-74.04517307692308
1202_73,07307,40.753169,-74.0551314
803_46,07307,40.75357107692307,-74.04641230769231
13504_2,07306,40.72521979072535,-74.06586611768195
12308_8,07306,40.72704535,-74.06293660705269
13201_23,07306,40.72965,-74.071727
13201_22,07306,40.7296362,-74.07169337142857
2605_34,07307,40.7484682,-74.053507
5008_1,07307,40.740364875,-74.0503356875
1504_13,07307,40.752059,-74.04706807407408
16103_27,07306,40.726284666666665,-74.079564
12308_22,07306,40.726308125,-74.063069625
12308_21,07306,40.72627725,-74.06300325000001
1505_24,07307,40.752316,-74.0456322
2503_33,07307,40.75127309677419,-74.05618396774193
12603_8,NA,NA,NA
12603_9,NA,NA,NA
12603_10,NA,NA,NA
18303_10,07304,40.71948698332712,-74.0800939743413
10301_4,07306,40.734453125,-74.07579637500001
25701_13,07305,40.70183242105263,-74.0858737894737
20803_61,07304,40.7162662,-74.0889855
4505_30,07307,40.741071625,-74.047338
12202_29,07306,40.7266625,-74.06498125
2504_14,07307,40.74975884210527,-74.058042
4504_6,07307,40.74095544827586,-74.04717193103448
2101_47,07307,40.75197585714286,-74.05223157142856
2603_24,07307,40.7502105,-74.052063
804_28,07307,40.752657,-74.04490466666667
6806_2,07306,40.73460303599882,-74.05508780661037
6806_27,07306,40.73463172727273,-74.05525936363635
10601_20,NA,NA,NA
5603_25,07306,40.737529076923074,-74.05604553846153
23203_32,07305,40.70680539130435,-74.078691
1403_18,07307,40.75156433333333,-74.049189
504_31,07307,40.75454975,-74.044696
504_32,07307,40.7545753125,-74.04476199999999
2305_34,07087,40.74672207142857,-74.04268692857143
19105_10,07304,40.72052487755102,-74.08855469387755
704_30,07307,40.7539076140824,-74.04861174727192
13303_8,07306,40.72774995,-74.06923853626361
13303_9,07306,40.727760833333335,-74.0689
10404_1,07306,40.735289,-74.0718017
16803_18,07304,40.7193632,-74.067373
17101_49,07304,40.71615905092782,-74.06802296475023
504_16,07307,40.75497183870968,-74.04415499999999
3502_22,07307,40.74557804878049,-74.05616282926829
