block_lot,postcode,lat,long
603_43,07307,40.75686895238096,-74.05131414285715
803_45,07307,40.754035,-74.04591607407409
2306_21,07307,40.747466,-74.04404657142857
26402_24,07305,40.70150617391304,-74.08792408695652
29301_17,07305,40.692052,-74.095145
3803_34,07307,40.744826571428575,-74.04771914285715
3406_13,07307,40.74790275,-74.0569635
3304_15,07307,40.74734,-74.059628
29201_14,07305,40.69691480434783,-74.09597960869566
2301_10,07307,40.7473988275862,-74.04503227586207
703_42,07307,40.75444466666667,-74.04854046666667
2705_14,07307,40.7496602173913,-74.05069708695652
5801_5,07307,40.738596,-74.049308
25503_9,07305,40.704926337081766,-74.0897920150606
2603_43,07307,40.74988953846154,-74.05281876923077
2306_22,07307,40.747530000000005,-74.0440095
2804_45,07307,40.74861092307692,-74.04958884615384
9205_21,07306,40.73522670833333,-74.07133608333334
11008_1,NA,NA,NA
504_12,07307,40.75507932258065,-74.04443099999999
15003_18,07306,40.72387045454545,-74.06837118181818
2803_7,NA,NA,NA
16703_5,07306,40.7224615,-74.071191
2502_39,07307,40.751343000000006,-74.05718728571428
4402_43,07307,40.74159763265306,-74.0508016122449
5803_24,07306,40.73631457142857,-74.04969
27901_26,07305,40.6997217095137,-74.0975168180876
801_17,07307,40.755178,-74.0472245
2804_11,07307,40.74916092307693,-74.04943207692308
5505_4,07306,40.739457724137935,-74.06066651724139
5505_5,07306,40.739443482758624,-74.0606313448276
5505_6,07306,40.73942924137931,-74.0605961724138
14705_22,07304,40.721706,-74.08159397297297
5505_7,07306,40.739415,-74.060561
5904_4,07306,40.735444625,-74.05208625
7103_17,07310,40.73260969230769,-74.04086376923077
7103_16,07310,40.732574769230766,-74.04087007692308
7103_15,07310,40.73253984615385,-74.04087638461539
7103_14,07310,40.73250492307693,-74.0408826923077
7103_13,07310,40.73247,-74.040889
701_16,07307,40.7564402,-74.0504164
2501_36,07307,40.7584871,-74.0520274
2501_37,07307,40.74879009523809,-74.05891957142856
5802_16,07307,40.73784114285714,-74.04956864285714
5706_16,07306,40.73791105757618,-74.05339489837587
1508_27,07307,40.7494115,-74.0480885
7903_21,07306,40.73417191836735,-74.06033526530612
7903_22,07306,40.73416365306122,-74.06026587755102
7903_23,07306,40.7341553877551,-74.06019648979593
7903_24,07306,40.73414712244898,-74.06012710204082
7903_25,07306,40.73412232653062,-74.05991893877551
10901_55,07306,40.72801011111111,-74.05881811111111
6001_8,07087,40.7527885,-74.0384985
19902_27,07304,40.71013972222222,-74.06602916666667
3406_17,07306,40.7394629,-74.0620435
703_58,07307,40.75473,-74.0492474
703_57,07307,40.75471216666667,-74.04920321666667
15003_19,07306,40.72289160606061,-74.06926633333333
6601_2,07306,40.738147080000005,-74.05816858
603_40,07307,40.75709971428572,-74.05116785714286
1506_38,07307,40.7510165,-74.047786
4501_16,07307,40.7419115,-74.048555
20801_50,07305,40.71292347046716,-74.08112863285307
1203_43,07307,40.75482224324325,-74.05262502702702
3404_27,07307,40.747065,-74.0539885
19003_18,07304,40.712349333333336,-74.05840266666667
2002_8,07307,40.752886990499015,-74.05605012655079
10503_28,07306,40.731872,-74.0697179
2702_36,07307,40.74737675,-74.0527602
2504_32,07307,40.7486955,-74.05789725
12203_39,07306,40.72776325,-74.06391011464875
1705_26,07307,40.749441,-74.041994
13303_15,07306,40.7273982,-74.06836735689264
3704_53,07307,40.74617523076923,-74.05167469230769
2204_20,07307,40.750033571428574,-74.04415114285715
2205_37,07307,40.747047241379306,-74.0455024137931
5706_37,07306,40.737692333333335,-74.054223
10704_34,07306,40.72958735,-74.06266872137009
4402_19,07307,40.741871843750005,-74.04995278125
4902_32,07306,40.738722,-74.052933
10502_25,07306,40.73267920689655,-74.07122737931034
704_24,07307,40.75420463636364,-74.0484085
10302_85,07306,40.733754000000005,-74.074557
18503_7,NA,NA,NA
18503_8,NA,NA,NA
16902_33,07304,40.717908,-74.07096557142857
7902_48,07306,40.7343864375,-74.06074316666667
2205_28,07307,40.74807837931034,-74.04483179310346
15004_42,07306,40.72436725,-74.0681294375
1401_13,07307,40.7529808,-74.0489286
2304_24,07087,40.74807084615385,-74.04181346153845
5603_38,07306,40.737136,-74.05627375
1303_17,07307,40.753403137701085,-74.05081203609244
17906_46,07304,40.7186886,-74.0741002
2605_35,07307,40.74849784,-74.05358919999999
10203_37,07306,40.7373139,-74.0758552
7804_15,07306,40.73559155,-74.06393883296124
29403_23,07305,40.69215911111111,-74.09155433333333
18104_64,07304,40.721886375,-74.08920024999999
2306_12,07307,40.746826,-74.04441728571429
13002_4,07310,40.7322291,-74.0443848
603_61,07307,40.75559976190476,-74.05211871428573
11901_25,07306,40.73330777777778,-74.07600044444445
3704_11,07307,40.74662475,-74.05128653571428
802_6,07307,40.7547105,-74.045586
1602_12,07307,40.751252084038526,-74.04405325116
4702_8,07307,40.74283026086957,-74.05606769565217
2501_11,07307,40.749289564516125,-74.05939166129032
5803_12,07306,40.73713636363636,-74.04988772727273
3803_22,07307,40.74389285714285,-74.04808
4306_33,07306,40.7429019,-74.05782675
403_28,07307,40.75623617142857,-74.0474074
2702_3,07307,40.748066,-74.052896
27205_20,07305,40.698087,-74.08902745945946
19702_14,07304,40.71150957207847,-74.06947158421355
3503_17,07307,40.7433637,-74.0549026
13803_3,07302,40.71897761566337,-74.05523473482037
2306_53,07307,40.74640225,-74.0439165
3501_4,07307,40.74736511111111,-74.05764222222223
18104_67,07304,40.72203640384616,-74.08953384615384
10302_15,07306,40.73493625,-74.07456345833333
12101_31,07306,40.72995325,-74.06772605
2105_1,07307,40.751865811304896,-74.05331478098249
20503_90,07304,40.718621,-74.088769
403_10,07307,40.756746657142855,-74.0487232
1202_43,07307,40.75484055555556,-74.05368511111111
6806_26,07306,40.734624454545454,-74.05526572727273
2303_38,07307,40.74831185714285,-74.04271942857143
4307_20,07307,40.743697,-74.056367
12002_44,07306,40.7332784,-74.0709774
27001_16,NA,NA,NA
1203_47,07307,40.75456083783784,-74.05279864864865
5802_1,07307,40.73834,-74.050432
13803_4,07302,40.71904469253069,-74.0552229878563
503_35,07307,40.755369629629634,-74.04470255555556
1302_21,07307,40.75365124489796,-74.05058734693877
704_51,07307,40.755028333333335,-74.05112266666667
14301_7,07306,40.71679533333333,-74.03775516666667
3404_17,07307,40.74780380769231,-74.05432976923078
4203_27,07306,40.74435964705882,-74.05938294117647
5304_20,07306,40.742342,-74.06231
10503_30,07306,40.73276137931035,-74.06902479310345
6701_24,07306,40.73619015403225,-74.05902995454721
6701_22,07306,40.736099993432205,-74.05904950744844
6701_21,07306,40.73605491313218,-74.05905928389905
8605_7,NA,NA,NA
4301_15,07307,40.74461752380952,-74.05625585714286
27001_9,NA,NA,NA
